compactness_C,proximity_P,productivity_R
1.4089893491370735,1.4492454559171237,5.330043859649123
1.4091471365889163,1.8743466930759467,6.422666666666666
1.4105813737992348,1.521222832379675,5.680882352941176
1.4110444344854625,3.3525684108407785,7.237891737891737
1.4114769810206946,1.8380544912075363,6.591530054644808
1.4129853484256076,3.3301209160027545,7.231321839080459
1.41599670581153,2.2913939689239515,7.00825958702065
1.4198550074622425,2.2487715581131145,6.9993993993994
1.422689918126333,3.163108764408314,7.189855072463767
1.4256058883586835,1.3887055455710444,4.9192073170731705
1.4304535738869133,3.2853043310805297,7.237463126843657
1.431625623367677,1.3639422858415153,5.0487268518518515
1.4323944878270582,3.2609801355974093,7.239583333333333
1.4479217993482187,3.252380559543433,7.234848484848484
1.4485406414740616,1.3578907719337519,5.049067599067599
1.4516329974315731,1.7696494116841548,6.2902116402116395
1.4537445411686543,3.1939890400688142,7.218654434250764
1.4596530692405871,1.763281124547556,6.0778248587570625
1.4634491108693795,3.2090661851582913,7.239197530864197
1.4642254764454372,2.955222054476563,7.05326797385621
1.4688275470890582,2.907923479170239,7.057142857142857
1.4707450765239005,2.198709929033954,6.875
1.4719420797468628,2.869102817928323,7.040880503144654
1.4719420797468628,2.9752888656794023,7.180952380952381
1.4789764223905397,3.1972810198698642,7.234276729559749
1.4791030037344621,1.6084334900299335,5.897101449275362
1.479111610426172,1.388775216935598,5.186274509803921
1.4828582502708298,3.1411324971716996,7.235576923076923
1.4832240769820613,1.4686137342618604,5.73989501312336
1.4835169846990006,2.3845828238634152,7.022012578616352
1.4835169846990006,2.924674566647366,7.0993589743589745
1.4871574789984634,1.605049530345113,5.798163841807909
1.48800284143748,2.8253927524383498,7.135973597359736
1.488098717909221,1.455888291636459,5.404133333333333
1.4892355389313061,2.0170197330964212,6.694202898550725
1.49062190603141,3.0737681921387217,7.240196078431373
1.4924529569183393,1.3370128814736348,5.0037825059101655
1.4937554297420053,2.33206700046195,7.034313725490196
1.4956729591768478,2.0571088419109262,6.790123456790123
1.4999602655547495,1.334543474847253,4.960952380952381
1.5025595702654209,1.5920163941668912,5.856047197640118
1.5040607487514792,1.9415521758956396,6.598651495996629
1.5042083036124256,3.0397206231374874,7.236426116838489
1.5071781357859007,2.0360492408506823,6.888412698412698
1.514383397904701,2.9015343258269577,7.1691756272401435
1.514848253525269,2.481876826788446,7.118556701030927
1.5150839275340207,1.6734199484494605,6.204761904761905
1.5176560644834298,1.9974632213702672,6.691509433962263
1.5182416995554142,2.472963396958279,7.112244897959184
1.5186833123949528,2.113730377729047,6.903960396039603
1.5198422587566711,1.6011126248349623,6.171225071225071
1.523617443013876,2.4255133466406327,7.066993464052288
1.5251639466346336,1.49232944637161,5.7906609195402305
1.5294401848343115,2.977934436677792,7.206270627062707
1.5313810987744567,3.0034807303518085,7.218333333333334
1.5313810987744567,3.149765060381118,7.248333333333334
1.5333220127146017,2.8479274145317865,7.203436426116839
1.5343680142392304,1.9867398169280797,6.636458333333333
1.5372038405948918,3.0600131900846534,7.240740740740741
1.5372038405948918,3.116176576092934,7.250841750841751
